County,Year,Total,Felony Total,Drug Felony,Violent Felony,DWI Felony,Other Felony,Misdemeanor Total,Drug Misd,DWI Misd,Property Misd,Other Misd
Fulton,1998,1475,285,26,67,34,158,1190,36,297,317,540
Fulton,1999,1608,337,47,64,50,176,1271,26,362,294,589
Fulton,2000,1579,317,22,60,46,189,1262,14,452,288,508
Fulton,2001,1453,285,7,48,49,181,1168,13,373,259,523
Fulton,2002,1549,302,39,42,30,191,1247,41,321,292,593
Fulton,2003,1557,299,20,67,37,175,1258,28,337,279,614
Fulton,2004,1696,303,22,57,46,178,1393,32,347,311,703
Fulton,2005,1605,400,64,67,48,221,1205,35,327,257,586
Fulton,2006,1312,353,37,43,54,219,959,24,269,240,426
Fulton,2007,1275,303,40,70,33,160,972,33,282,244,413
Fulton,2008,1298,356,46,55,32,223,942,34,244,244,420
Fulton,2009,1372,348,43,65,34,206,1024,29,281,290,424
Fulton,2010,1280,387,42,85,44,216,893,36,220,267,370
Fulton,2011,1148,313,30,45,50,188,835,60,179,271,325
Fulton,2012,1251,363,24,69,51,219,888,41,202,263,382
Fulton,2013,1270,371,46,66,36,223,899,54,187,343,315
Fulton,2014,1286,355,27,87,43,198,931,66,189,340,336
Fulton,2015,1267,395,43,69,41,242,872,60,186,297,329
Fulton,2016,1106,359,54,71,31,203,747,58,155,241,293
Fulton,2017,1109,396,49,54,29,264,713,79,142,213,279
Genesee,1970,131,87,11,15,6,55,44,21,1,6,16
Genesee,1971,361,107,22,18,5,62,254,64,36,83,71
Genesee,1972,681,181,64,29,6,82,500,110,106,117,167
Genesee,1973,823,188,86,30,3,69,635,216,99,139,181
Genesee,1974,613,135,38,18,11,68,478,95,123,111,149
Genesee,1975,614,180,47,38,4,91,434,104,58,119,153
Genesee,1976,658,170,25,32,9,104,488,95,43,189,161
Genesee,1977,560,157,9,34,10,104,403,42,40,156,165
Genesee,1978,577,158,8,21,18,111,419,10,29,176,204
Genesee,1979,615,198,10,25,23,140,417,17,44,176,180
Genesee,1980,761,200,5,41,22,132,561,9,91,219,242
Genesee,1981,1033,187,4,36,24,123,846,11,318,233,284
Genesee,1982,1576,254,27,57,54,116,1322,55,737,252,278
Genesee,1983,1127,189,8,35,34,112,938,9,492,196,241
Genesee,1984,964,174,19,48,17,90,790,6,428,183,173
Genesee,1985,1040,196,1,51,20,124,844,18,359,225,242
Genesee,1986,1141,230,14,63,38,115,911,14,375,237,285
Genesee,1987,1060,176,5,47,56,68,884,8,334,296,246
Genesee,1988,1108,217,15,30,46,126,891,23,342,282,244
Genesee,1989,1289,306,35,57,45,169,983,34,364,321,264
Genesee,1990,1328,266,32,47,48,139,1062,28,329,309,396
Genesee,1991,1284,257,35,57,46,119,1027,26,334,327,340
Genesee,1992,1369,287,39,62,40,146,1082,18,283,383,398
Genesee,1993,1317,265,19,61,44,141,1052,27,290,313,422
Genesee,1994,1373,264,19,74,59,112,1109,21,321,320,447
Genesee,1995,1486,326,27,85,60,154,1160,30,350,386,394
Genesee,1996,1537,343,26,81,75,161,1194,34,288,355,517
Genesee,1997,1493,376,35,62,65,214,1117,27,322,335,433
Genesee,1998,1446,365,32,65,59,209,1081,26,324,276,455
Genesee,1999,1327,387,27,88,59,213,940,30,274,242,394
Genesee,2000,1396,315,25,82,49,159,1081,51,332,272,426
Genesee,2001,1390,375,26,85,60,204,1015,61,293,278,383
Genesee,2002,1306,351,26,70,52,203,955,32,284,199,440
Genesee,2003,1240,324,28,78,47,171,916,51,300,206,359
Genesee,2004,1409,377,39,79,57,202,1032,75,362,202,393
Genesee,2005,1401,354,41,67,70,176,1047,59,318,267,403
Genesee,2006,1459,391,38,78,85,190,1068,76,352,246,394
Genesee,2007,1349,371,39,63,70,199,978,58,304,260,356
Genesee,2008,1455,397,25,90,66,216,1058,75,318,300,365
Genesee,2009,1619,441,51,86,70,234,1178,68,373,349,388
Genesee,2010,1429,326,33,57,56,180,1103,82,308,315,398
Genesee,2011,1473,427,61,73,55,238,1046,81,263,332,370
Genesee,2012,1443,392,30,87,52,223,1051,85,203,359,404
Genesee,2013,1446,414,28,105,60,221,1032,79,207,387,359
Genesee,2014,1272,371,32,63,45,231,901,74,200,319,308
Genesee,2015,1476,421,49,81,42,249,1055,118,213,352,372
Genesee,2016,1318,439,59,67,33,280,879,100,189,297,293
Genesee,2017,1227,421,63,92,38,228,806,107,209,245,245
Greene,1970,184,96,14,13,0,69,88,45,0,9,34
Greene,1971,217,125,28,19,4,74,92,59,1,14,18
Greene,1972,397,131,33,22,2,74,266,70,35,84,77
Greene,1973,542,134,27,14,0,93,408,81,123,88,116
Greene,1974,615,216,46,30,1,139,399,69,112,84,134
Greene,1975,681,196,24,19,11,142,485,109,127,117,132
Greene,1976,726,189,25,37,9,118,537,64,180,127,166
Greene,1977,696,218,17,47,6,148,478,56,171,122,129
Greene,1978,739,177,2,33,7,135,562,12,212,185,153
Greene,1979,758,198,3,42,9,144,560,17,172,208,163
Greene,1980,652,168,4,44,8,112,484,11,141,177,155
Greene,1981,657,173,14,43,1,115,484,15,155,166,148
Greene,1982,803,238,20,54,9,155,565,27,188,159,191
Greene,1983,639,207,10,65,10,122,432,11,172,110,139
Greene,1984,704,215,17,57,14,127,489,9,201,127,152
Greene,1985,695,175,12,50,9,104,520,27,192,133,168
Greene,1986,905,232,47,51,28,106,673,66,206,179,222
Greene,1987,995,213,6,63,31,113,782,40,285,238,219
Greene,1988,1065,271,28,69,21,153,794,49,309,196,240
Greene,1989,1205,325,49,96,31,149,880,22,321,245,292
Greene,1990,1243,316,65,72,48,131,927,42,338,271,276
Greene,1991,1280,316,50,76,40,150,964,56,352,285,271
Greene,1992,1314,333,32,95,46,160,981,42,373,244,322
Greene,1993,1148,274,41,56,44,133,874,40,312,256,266
Greene,1994,1002,272,28,67,38,139,730,31,244,225,230
Greene,1995,1154,279,32,55,27,165,875,38,291,259,287
Greene,1996,1077,277,34,75,31,137,800,30,254,191,325
Greene,1997,1190,311,36,71,32,172,879,44,272,234,329
Greene,1998,1092,278,21,56,34,167,814,32,264,187,331
Greene,1999,1074,302,37,79,47,139,772,38,234,190,310
Greene,2000,1251,309,22,72,49,166,942,31,289,213,409
Greene,2001,1324,351,30,80,34,207,973,37,311,197,428
Greene,2002,1324,367,40,74,39,214,957,48,302,195,412
Greene,2003,1366,367,26,80,38,223,999,65,322,181,431
Greene,2004,1304,328,29,65,40,194,976,55,320,196,405
Greene,2005,1321,379,28,57,50,244,942,58,309,175,400
Greene,2006,1349,400,42,89,41,228,949,93,289,213,354
Greene,2007,1401,404,53,64,47,240,997,89,317,210,381
Greene,2008,1490,410,41,69,39,261,1080,120,340,238,382
Greene,2009,1593,410,65,65,62,218,1183,107,363,278,435
Greene,2010,1476,421,57,94,67,203,1055,102,374,219,360
Greene,2011,1469,410,54,79,53,224,1059,113,354,239,353
Greene,2012,1319,392,65,83,51,193,927,141,238,241,307
Greene,2013,1279,401,87,75,56,183,878,113,221,235,309
Greene,2014,1331,412,89,73,37,213,919,148,228,247,296
Greene,2015,1295,352,76,47,44,185,943,146,315,210,272
Greene,2016,1263,331,64,51,38,178,932,165,276,182,309
Greene,2017,1387,369,93,53,43,180,1018,210,326,209,273
Hamilton,1970,23,16,12,0,0,4,7,6,0,0,1
Hamilton,1971,59,11,3,0,0,8,48,31,6,5,6
Hamilton,1972,121,19,10,2,0,7,102,55,16,10,21
Hamilton,1973,121,25,11,2,0,12,96,58,12,10,16
Hamilton,1974,122,30,13,4,0,13,92,44,23,13,12
Hamilton,1975,140,34,11,3,0,20,106,44,20,28,14
Hamilton,1976,106,29,13,3,1,12,77,20,17,20,20
Hamilton,1977,91,24,5,0,4,15,67,15,19,25,8
Hamilton,1978,86,27,1,5,0,21,59,2,21,25,11
Hamilton,1979,69,19,0,1,4,14,50,7,15,18,10
Hamilton,1980,102,27,0,4,3,20,75,5,29,17,24
Hamilton,1981,98,20,1,5,1,13,78,4,34,17,23
Hamilton,1982,92,28,5,5,2,16,64,5,31,16,12
Hamilton,1983,84,23,3,5,3,12,61,0,24,14,23
Hamilton,1984,77,9,0,1,0,8,68,1,33,13,21
Hamilton,1985,100,24,0,3,2,19,76,1,38,16,21
Hamilton,1986,86,16,1,3,0,12,70,7,22,21,20
Hamilton,1987,86,13,3,3,3,4,73,10,29,15,19
Hamilton,1988,93,9,0,4,3,2,84,2,43,17,22
Hamilton,1989,113,19,3,5,3,8,94,4,46,17,27
Hamilton,1990,118,18,1,0,5,12,100,1,58,16,25
Hamilton,1991,127,23,3,2,5,13,104,3,58,27,16
Hamilton,1992,97,26,0,5,1,20,71,0,39,21,11
Hamilton,1993,114,33,0,9,7,17,81,3,45,20,13
Hamilton,1994,90,11,0,5,3,3,79,0,35,25,19
Hamilton,1995,86,20,0,7,5,8,66,3,26,16,21
Hamilton,1996,84,13,0,1,2,10,71,2,42,10,17
Hamilton,1997,65,10,1,2,2,5,55,3,30,10,12
Hamilton,1998,83,18,2,6,5,5,65,1,32,14,18
Hamilton,1999,99,23,1,3,5,14,76,3,39,16,18
Hamilton,2000,80,12,1,4,4,3,68,5,30,13,20
Hamilton,2001,72,16,5,2,2,7,56,5,34,10,7
Hamilton,2002,78,12,1,2,3,6,66,4,34,13,15
Hamilton,2003,104,19,1,9,4,5,85,3,30,16,36
Hamilton,2004,97,25,10,4,3,8,72,8,29,11,24
Hamilton,2005,77,12,0,2,2,8,65,4,22,22,17
Hamilton,2006,93,19,8,2,1,8,74,11,19,19,25
Hamilton,2007,90,21,7,1,2,11,69,4,21,17,27
Hamilton,2008,67,17,1,4,3,9,50,4,22,7,17
Hamilton,2009,58,8,1,1,5,1,50,6,30,9,5
Hamilton,2010,95,19,3,2,4,10,76,7,37,10,22
Hamilton,2011,80,15,2,1,5,7,65,4,32,12,17
Hamilton,2012,102,32,4,5,9,14,70,3,28,11,28
Hamilton,2013,75,21,0,4,1,16,54,5,23,9,17
Hamilton,2014,66,11,0,1,2,8,55,6,24,12,13
Hamilton,2015,67,15,2,3,2,8,52,3,19,11,19
Hamilton,2016,66,13,1,4,0,8,53,8,24,6,15
Hamilton,2017,51,20,1,7,5,7,31,7,10,2,12
Herkimer,1970,153,73,11,15,0,47,80,19,18,11,32
Herkimer,1971,288,88,25,12,2,49,200,44,36,47,73
Herkimer,1972,336,107,5,26,0,76,229,16,48,78,87
Herkimer,1973,439,121,30,14,0,77,318,39,80,81,118
Herkimer,1974,476,130,27,21,4,78,346,62,45,101,138
Herkimer,1975,554,178,37,36,4,101,376,59,72,143,102
Herkimer,1976,607,168,56,24,4,84,439,50,83,171,135
Herkimer,1977,546,129,18,25,9,77,417,28,99,148,142
Herkimer,1978,580,131,2,26,9,94,449,7,141,176,125
Herkimer,1979,731,142,7,30,9,96,589,10,173,216,190
Herkimer,1980,762,173,7,26,16,124,589,16,187,197,189
Herkimer,1981,725,161,7,34,6,114,564,17,174,212,161
Herkimer,1982,797,147,12,42,24,69,650,17,219,212,202
Herkimer,1983,822,177,1,41,19,116,645,15,186,257,187
Herkimer,1984,863,174,4,54,18,98,689,15,279,218,177
Herkimer,1985,928,182,8,43,28,103,746,22,279,222,223
Herkimer,1986,947,247,10,59,34,144,700,4,278,192,226
Herkimer,1987,965,220,24,63,21,112,745,29,290,193,233
Herkimer,1988,1012,212,19,51,36,106,800,14,299,233,254
Herkimer,1989,1122,267,51,63,38,115,855,41,281,256,277
Herkimer,1990,1199,261,23,73,28,137,938,21,308,259,350
Herkimer,1991,1181,228,3,78,38,109,953,9,325,239,380
Herkimer,1992,1053,213,10,72,31,100,840,4,295,239,302
Herkimer,1993,1282,271,37,75,34,125,1011,10,392,244,365
Herkimer,1994,1185,255,28,75,40,112,930,22,325,256,327
Herkimer,1995,1260,278,21,64,28,165,982,9,324,242,407
Herkimer,1996,1332,323,24,107,47,145,1009,20,277,250,462
Herkimer,1997,1314,296,27,89,32,148,1018,17,276,240,485
Herkimer,1998,1390,324,32,93,33,166,1066,8,293,274,491
Herkimer,1999,1273,277,27,94,25,131,996,15,280,218,483
Herkimer,2000,1329,305,32,89,23,161,1024,41,275,249,459
Herkimer,2001,1394,317,36,89,32,160,1077,32,285,217,543
Herkimer,2002,1338,314,41,96,36,141,1024,34,292,210,488
Herkimer,2003,1402,340,35,102,31,172,1062,30,285,229,518
Herkimer,2004,1299,308,39,82,39,148,991,32,268,211,480
Herkimer,2005,1352,301,21,97,30,153,1051,53,292,236,470
Herkimer,2006,1428,334,48,82,41,163,1094,52,377,223,442
Herkimer,2007,1483,322,23,65,52,182,1161,52,360,251,498
Herkimer,2008,1403,352,32,101,44,175,1051,34,295,278,444
Herkimer,2009,1318,262,16,75,41,130,1056,45,271,302,438
Herkimer,2010,1308,277,27,55,45,150,1031,51,272,299,409
Herkimer,2011,1326,300,31,68,43,158,1026,68,237,313,408
Herkimer,2012,1360,344,25,79,42,198,1016,67,219,310,420
Herkimer,2013,1286,349,25,81,50,193,937,45,218,294,380
Herkimer,2014,1175,292,30,78,34,150,883,69,190,300,324
Herkimer,2015,1231,316,39,50,43,184,915,77,191,307,340
Herkimer,2016,1099,239,15,34,37,153,860,58,155,339,308
Herkimer,2017,1108,286,22,63,34,167,822,79,152,253,338
Jefferson,1970,509,204,32,27,9,136,305,183,8,49,65
Jefferson,1971,558,246,36,31,3,176,312,84,37,117,74
Jefferson,1972,1236,383,141,21,9,212,853,259,149,194,251
Jefferson,1973,1250,396,161,44,4,187,854,215,188,186,265
Jefferson,1974,1238,480,160,57,10,253,758,221,109,206,222
Jefferson,1975,1112,328,71,45,9,203,784,172,131,203,278
Jefferson,1976,1075,395,124,58,13,200,680,112,120,208,240
Jefferson,1977,1058,363,62,53,21,227,695,92,163,196,244
Jefferson,1978,1222,340,20,61,24,235,882,50,340,231,261
Jefferson,1979,1268,345,21,82,42,200,923,35,375,237,276
Jefferson,1980,1387,382,27,73,49,233,1005,29,378,290,308
Jefferson,1981,1318,352,22,70,33,227,966,47,284,319,316
Jefferson,1982,1366,367,27,109,32,199,999,32,358,283,326
Jefferson,1983,1341,338,17,75,42,204,1003,44,333,281,345
Jefferson,1984,1350,351,10,93,39,209,999,29,331,290,349
Jefferson,1985,1279,331,12,93,36,190,948,21,407,213,307
Jefferson,1986,1368,416,23,103,37,253,952,36,323,269,324
Jefferson,1987,1603,403,25,96,57,225,1200,44,391,371,394
Jefferson,1988,2090,469,32,108,61,268,1621,66,597,454,504
Jefferson,1989,2565,531,55,134,74,268,2034,91,610,594,739
Jefferson,1990,2921,585,43,127,119,296,2336,106,812,642,776
Jefferson,1991,2849,629,43,138,105,343,2220,49,917,532,722
Jefferson,1992,2866,690,44,184,105,357,2176,59,825,559,733
Jefferson,1993,2684,545,42,127,96,280,2139,64,745,595,735
Jefferson,1994,2743,623,66,153,87,317,2120,55,722,623,720
Jefferson,1995,2698,607,73,141,83,310,2091,56,618,569,848
Jefferson,1996,2683,660,64,159,61,376,2023,40,526,610,847
Jefferson,1997,2777,652,62,154,68,368,2125,44,624,567,890
Jefferson,1998,2944,681,74,136,98,373,2263,108,604,565,986
Jefferson,1999,2802,670,106,148,79,337,2132,97,582,495,958
Jefferson,2000,2544,632,89,131,69,343,1912,57,593,436,826
Jefferson,2001,2406,576,74,123,58,321,1830,66,556,405,803
Jefferson,2002,2656,640,91,126,68,355,2016,73,558,563,822
Jefferson,2003,2543,603,119,124,47,313,1940,94,548,468,830
Jefferson,2004,2708,652,91,161,53,347,2056,93,598,586,779
Jefferson,2005,2650,601,94,130,43,334,2049,77,511,543,918
Jefferson,2006,2838,719,89,153,56,421,2119,84,545,567,923
Jefferson,2007,2726,637,84,130,63,360,2089,101,571,569,848
Jefferson,2008,2893,663,96,137,66,364,2230,101,532,643,954
Jefferson,2009,3158,743,109,143,62,429,2415,124,617,766,908
Jefferson,2010,3051,755,112,162,95,386,2296,113,526,748,909
Jefferson,2011,3132,717,116,152,55,394,2415,102,543,865,905
Jefferson,2012,2974,751,110,148,70,423,2223,102,479,780,862
Jefferson,2013,2759,737,148,122,52,415,2022,96,419,806,701
Jefferson,2014,2604,641,117,109,51,364,1963,112,426,832,593
Jefferson,2015,2597,630,112,102,45,371,1967,119,345,843,660
Jefferson,2016,2517,640,130,113,54,343,1877,147,374,634,722
Jefferson,2017,2376,676,128,97,71,380,1700,155,320,606,619
Kings,1970,34185,22540,6020,5835,35,10650,11645,5795,1010,1883,2957
Kings,1971,38901,25374,4515,7286,35,13538,13527,4516,1050,3255,4706
Kings,1972,41056,23180,2711,8241,38,12190,17876,2844,1898,4934,8200
Kings,1973,34063,19119,1464,8121,26,9508,14944,1569,1636,4336,7403
Kings,1974,38225,21863,1521,9766,13,10563,16362,1774,1368,5789,7431
Kings,1975,41132,22901,1593,10482,6,10820,18231,1915,1116,8556,6644
Kings,1976,45060,26155,2000,11167,18,12970,18905,2656,942,8186,7121
Kings,1977,47486,27862,1818,11301,30,14713,19624,2267,913,8576,7868
Kings,1978,43184,25992,1170,11323,17,13482,17192,1393,754,7515,7530
Kings,1979,41643,24965,1152,11161,6,12646,16678,1274,724,6982,7698
Kings,1980,38705,24387,1137,10955,9,12286,14318,1311,616,6787,5604
Kings,1981,41991,25759,1970,13127,10,10652,16232,2770,502,7635,5325
Kings,1982,46683,26686,2105,14807,63,9711,19997,4209,819,8758,6211
Kings,1983,46130,27508,2411,14942,91,10064,18622,3763,1036,8007,5816
Kings,1984,51926,31098,3802,16423,6,10867,20828,4939,1707,7213,6969
Kings,1985,55311,31842,4890,15595,10,11347,23469,6113,2004,7243,8109
Kings,1986,65494,37045,6720,17663,4,12658,28449,7160,1606,9592,10091
Kings,1987,70550,39315,8666,17735,31,12883,31235,8907,1652,9895,10781
Kings,1988,74036,42955,9694,18770,20,14471,31081,9663,1553,8573,11292
Kings,1989,78525,47206,12638,19252,14,15302,31319,12615,1582,7182,9940
Kings,1990,69048,42930,11625,17648,37,13620,26118,9208,1343,7507,8060
Kings,1991,63732,41006,10461,17502,4,13039,22726,6144,1512,7583,7487
Kings,1992,61805,36130,9611,15670,9,10840,25675,5894,1697,10913,7171
Kings,1993,63162,35119,9486,15485,13,10135,28043,6935,1528,11002,8578
Kings,1994,80677,39888,10115,17829,41,11903,40789,10592,1517,15492,13188
Kings,1995,81260,39093,9848,16786,62,12397,42167,11839,1400,14963,13965
Kings,1996,85700,40344,11665,16071,140,12468,45356,14390,1309,13943,15714
Kings,1997,92841,39933,10552,15663,287,13431,52908,17476,1264,16293,17875
Kings,1998,95696,39481,11150,14886,290,13155,56215,21836,1217,15688,17474
Kings,1999,87752,34420,9272,12993,207,11948,53332,21376,961,14633,16362
Kings,2000,98678,33247,9135,12137,153,11822,65431,31623,955,15599,17254
Kings,2001,91863,31582,7570,11441,187,12384,60281,28183,893,12872,18333
Kings,2002,83217,28469,6170,10653,135,11511,54748,26224,854,10917,16753
Kings,2003,76380,24548,4436,9735,93,10284,51832,23094,1023,11224,16491
Kings,2004,74884,25818,5545,9263,144,10866,49066,17930,1318,12112,17706
Kings,2005,81965,28605,7858,9290,163,11294,53360,20124,1719,12242,19275
Kings,2006,85223,29265,8641,9312,179,11133,55958,22328,2034,12165,19431
Kings,2007,92596,30810,9254,9259,233,12064,61786,26712,2140,12527,20407
Kings,2008,91805,30193,8114,9659,201,12219,61612,24363,2188,15010,20051
Kings,2009,95402,27827,6869,9011,188,11759,67575,27649,2138,17495,20293
Kings,2010,95483,26880,5931,8740,159,12050,68603,27772,1920,18662,20249
Kings,2011,95631,27367,5841,9289,143,12094,68264,27783,1595,18839,20047
Kings,2012,91320,27237,5165,9503,172,12397,64083,22284,1856,19994,19949
Kings,2013,86528,27551,4920,9220,256,13155,58977,17229,2214,19732,19802
Kings,2014,82348,26859,4462,8570,237,13590,55489,15792,2145,18957,18595
Kings,2015,73064,25507,3980,8249,236,13042,47557,11015,1557,18134,16851
Kings,2016,70954,26483,3604,8456,305,14118,44471,10065,1530,16777,16099
Kings,2017,65967,25119,3806,7845,290,13178,40848,10673,1457,13777,14941
Lewis,1970,36,25,0,3,0,22,11,4,1,2,4
Lewis,1971,62,43,9,2,0,32,19,1,5,4,9
Lewis,1972,112,35,2,0,0,33,77,8,16,23,30
Lewis,1973,201,58,2,6,0,50,143,25,24,38,56
Lewis,1974,173,56,9,10,1,36,117,14,12,43,48
Lewis,1975,174,62,15,11,0,36,112,15,11,38,48
Lewis,1976,192,63,9,11,1,42,129,24,12,39,54
Lewis,1977,127,54,3,8,4,39,73,3,18,26,26
Lewis,1978,208,65,2,10,4,49,143,0,63,45,35
Lewis,1979,272,67,0,11,7,49,205,2,100,45,58
Lewis,1980,306,83,11,11,9,52,223,8,94,62,59
Lewis,1981,227,71,4,9,8,50,156,9,65,29,53
Lewis,1982,194,50,0,9,9,32,144,2,72,30,40
Lewis,1983,193,31,1,10,7,13,162,4,67,44,47
Lewis,1984,229,48,2,12,10,24,181,5,83,32,61
Lewis,1985,285,63,1,7,13,42,222,6,83,54,79
Lewis,1986,219,66,4,7,16,39,153,3,74,24,52
Lewis,1987,267,50,1,15,11,23,217,4,77,53,83
Lewis,1988,357,86,1,16,17,52,271,5,109,62,95
Lewis,1989,385,69,0,11,10,48,316,6,128,64,118
Lewis,1990,391,102,1,28,14,59,289,2,128,63,96
Lewis,1991,427,104,6,22,13,63,323,0,136,71,116
Lewis,1992,389,83,5,23,9,46,306,2,122,77,105
Lewis,1993,465,131,7,28,17,79,334,1,135,67,131
Lewis,1994,456,144,7,26,24,87,312,15,111,72,114
Lewis,1995,468,145,9,31,17,88,323,3,108,87,125
Lewis,1996,413,105,3,26,18,58,308,0,79,77,152
Lewis,1997,391,118,4,35,14,65,273,3,73,60,137
Lewis,1998,413,112,11,21,22,58,301,2,87,68,144
Lewis,1999,433,141,1,20,19,101,292,1,99,64,128
Lewis,2000,404,96,1,26,11,58,308,0,102,81,125
Lewis,2001,386,77,5,15,11,46,309,11,115,60,123
Lewis,2002,442,119,6,18,13,82,323,9,114,69,131
Lewis,2003,434,87,3,21,15,48,347,8,107,91,141
Lewis,2004,473,109,12,15,15,67,364,17,108,76,163
Lewis,2005,444,131,9,34,21,67,313,20,103,58,132
Lewis,2006,463,126,28,14,13,71,337,21,94,72,150
Lewis,2007,446,153,30,41,12,70,293,16,89,45,143
Lewis,2008,426,147,22,26,19,80,279,15,79,50,135
Lewis,2009,443,119,14,23,15,67,324,16,108,52,148
Lewis,2010,410,128,12,18,14,84,282,6,106,60,110
Lewis,2011,393,121,12,26,18,65,272,11,70,85,106
Lewis,2012,402,104,7,17,15,65,298,11,79,72,136
Lewis,2013,401,111,17,11,11,72,290,25,57,68,140
Lewis,2014,379,129,30,26,11,62,250,18,66,54,112
Lewis,2015,334,107,24,24,14,45,227,19,51,61,96
Lewis,2016,410,138,37,13,23,65,272,28,80,66,98
Lewis,2017,351,131,53,16,12,50,220,22,57,57,84
Livingston,1970,169,81,19,13,2,47,88,63,0,5,20
Livingston,1971,349,94,23,13,8,50,255,67,69,43,76
Livingston,1972,636,118,37,10,1,70,518,132,158,70,158
Livingston,1973,676,120,43,10,7,60,556,146,150,91,169
Livingston,1974,770,139,54,8,2,75,631,95,129,195,212
Livingston,1975,775,168,17,28,3,120,607,60,152,184,211
Livingston,1976,756,138,21,24,2,91,618,71,100,196,251
Livingston,1977,576,105,2,17,7,79,471,29,69,179,194
Livingston,1978,656,108,8,13,4,83,548,2,117,198,231
Livingston,1979,930,136,8,14,7,107,794,14,176,287,317
Livingston,1980,1083,162,4,24,7,127,921,14,225,294,388
Livingston,1981,1200,182,14,27,5,136,1018,11,272,365,370
Livingston,1982,1328,161,8,40,16,97,1167,15,261,428,463
Livingston,1983,1340,198,10,37,33,118,1142,16,391,356,379
Livingston,1984,1356,159,5,25,26,103,1197,9,414,292,482
Livingston,1985,1514,169,5,44,18,102,1345,18,495,364,468
Livingston,1986,1499,221,20,48,19,134,1278,22,405,358,493
Livingston,1987,1380,175,12,42,18,103,1205,25,420,308,452
Livingston,1988,1396,180,9,59,17,95,1216,13,325,391,487
Livingston,1989,1505,169,11,38,17,103,1336,30,373,368,565
Livingston,1990,1788,242,16,59,27,140,1546,30,473,456,587
Livingston,1991,1712,274,28,67,29,150,1438,28,438,422,550
Livingston,1992,1534,208,25,47,21,115,1326,31,398,401,496
Livingston,1993,1516,220,27,52,28,113,1296,27,409,327,533
Livingston,1994,1382,173,4,31,19,119,1209,15,418,337,439
Livingston,1995,1393,190,5,33,23,129,1203,16,346,378,463
Livingston,1996,1350,224,19,43,26,136,1126,14,279,309,524
Livingston,1997,1392,233,26,46,26,135,1159,29,304,293,533
Livingston,1998,1424,260,27,52,34,147,1164,26,265,309,564
Livingston,1999,1488,260,12,67,34,147,1228,29,311,328,560
Livingston,2000,1447,277,32,67,44,134,1170,30,279,289,572
Livingston,2001,1310,232,27,48,25,132,1078,35,276,308,459
Livingston,2002,1315,251,18,66,30,137,1064,30,296,271,467
Livingston,2003,1434,291,20,67,35,169,1143,52,303,315,473
Livingston,2004,1477,343,28,74,37,204,1134,55,354,267,458
Livingston,2005,1434,302,25,41,41,195,1132,54,358,269,451
Livingston,2006,1398,277,25,56,62,134,1121,37,355,278,451
Livingston,2007,1419,305,22,55,41,187,1114,47,308,283,476
Livingston,2008,1245,276,13,51,41,171,969,40,273,253,403
Livingston,2009,1186,255,38,43,58,116,931,65,216,189,461
Livingston,2010,1203,285,48,32,64,141,918,92,247,220,359
Livingston,2011,1069,233,26,37,57,113,836,68,248,164,356
Livingston,2012,1235,338,35,51,69,183,897,93,201,236,367
Livingston,2013,1199,325,57,46,55,167,874,125,205,229,315
Livingston,2014,1283,393,67,42,58,226,890,124,183,244,339
Livingston,2015,1336,415,61,69,52,233,921,162,229,217,313
Livingston,2016,1351,399,73,45,54,227,952,190,216,216,330
Livingston,2017,1287,352,51,43,55,203,935,171,204,228,332
Madison,1970,195,102,11,7,1,83,93,4,0,46,43
Madison,1971,366,131,25,17,1,88,235,28,27,96,84
Madison,1972,556,122,31,9,5,77,434,80,82,128,144
Madison,1973,458,111,22,13,4,72,347,77,29,129,112
Madison,1974,539,166,36,26,2,102,373,98,12,113,150
Madison,1975,583,162,21,27,4,110,421,49,56,152,164
Madison,1976,633,171,22,28,5,116,462,48,78,164,172
Madison,1977,771,188,11,33,7,137,583,26,115,219,223
Madison,1978,912,184,15,24,20,125,728,16,187,251,274
Madison,1979,1157,194,10,38,8,138,963,16,289,358,300
Madison,1980,1218,277,9,65,27,176,941,9,345,360,227
Madison,1981,1108,225,13,49,28,135,883,20,329,282,252
Madison,1982,1056,223,17,74,17,115,833,8,343,234,248
Madison,1983,1105,216,3,60,27,126,889,12,364,237,276
Madison,1984,1054,185,4,43,12,126,869,7,348,249,265
Madison,1985,1104,212,6,49,20,137,892,2,362,252,276
Madison,1986,1233,246,9,76,19,142,987,14,340,309,324
Madison,1987,1201,212,16,54,10,132,989,12,338,331,308
Madison,1988,1282,188,8,40,9,131,1094,11,326,342,415
Madison,1989,1431,233,36,60,24,113,1198,16,393,360,429
Madison,1990,1581,237,17,57,17,146,1344,16,495,400,433
Madison,1991,1577,204,20,32,10,142,1373,30,467,395,481
Madison,1992,1592,266,25,63,18,160,1326,16,418,410,482
Madison,1993,1279,203,14,53,11,125,1076,12,304,326,434
Madison,1994,1296,195,22,36,17,120,1101,11,330,363,397
Madison,1995,1352,229,25,69,8,127,1123,21,291,365,446
Madison,1996,1449,234,26,65,7,136,1215,9,285,361,560
Madison,1997,1441,291,22,64,6,199,1150,30,248,351,521
Madison,1998,1461,245,14,62,7,162,1216,23,274,299,620
Madison,1999,1341,265,26,61,5,173,1076,31,266,322,457
Madison,2000,1330,236,9,65,5,157,1094,27,297,256,514
Madison,2001,1214,225,9,69,7,140,989,26,278,275,410
