Epoch,gpu_mem,GIoU,obj,cls,total,targets,img_size,P,R,mAP@0.5,F1,Val GIoU,Val objectness,Val classification,model,n_images
0/299,10.3G,3.84,6.25,2.94,13,116,320,0.352,0.608,0.396,0.409,2.54,2.41,1.99,YOLO v3,2000
1/299,10.4G,2.8,4.06,1.47,8.33,148,352,0.529,0.789,0.693,0.618,2.14,2.07,0.831,YOLO v3,2000
2/299,10.4G,2.63,3.64,1.11,7.38,106,384,0.44,0.747,0.61,0.518,2.06,2.11,0.984,YOLO v3,2000
3/299,10.4G,2.46,3.69,1.06,7.21,155,640,0.378,0.778,0.587,0.462,1.86,2.33,1.52,YOLO v3,2000
4/299,10.4G,2.26,3.5,0.797,6.55,155,480,0.476,0.926,0.803,0.622,1.72,1.94,0.327,YOLO v3,2000
5/299,10.4G,2.14,3.2,0.702,6.04,155,544,0.512,0.904,0.804,0.652,1.7,1.83,0.351,YOLO v3,2000
6/299,10.4G,2.04,3.11,0.577,5.72,172,576,0.557,0.92,0.835,0.691,1.51,1.72,0.28,YOLO v3,2000
7/299,10.4G,1.97,3.17,0.55,5.68,163,576,0.45,0.929,0.766,0.597,1.48,1.86,0.352,YOLO v3,2000
8/299,10.4G,1.9,2.88,0.463,5.24,137,640,0.618,0.938,0.88,0.741,1.44,1.58,0.199,YOLO v3,2000
9/299,10.4G,1.88,3.01,0.471,5.36,136,608,0.472,0.966,0.844,0.628,1.42,1.82,0.134,YOLO v3,2000
10/299,10.4G,1.82,2.81,0.409,5.04,122,320,0.574,0.953,0.867,0.712,1.34,1.57,0.176,YOLO v3,2000
11/299,10.4G,1.79,2.71,0.448,4.95,118,512,0.57,0.944,0.867,0.709,1.37,1.59,0.23,YOLO v3,2000
12/299,10.4G,1.78,2.75,0.415,4.94,148,576,0.576,0.958,0.887,0.719,1.32,1.54,0.15,YOLO v3,2000
13/299,10.4G,1.77,2.86,0.422,5.05,146,384,0.543,0.943,0.851,0.683,1.33,1.58,0.226,YOLO v3,2000
14/299,10.4G,1.71,2.65,0.353,4.72,140,480,0.641,0.958,0.912,0.767,1.24,1.41,0.125,YOLO v3,2000
15/299,10.4G,1.66,2.55,0.351,4.56,145,416,0.605,0.969,0.908,0.744,1.21,1.42,0.116,YOLO v3,2000
16/299,10.4G,1.64,2.43,0.312,4.38,154,384,0.632,0.981,0.925,0.768,1.18,1.32,0.0781,YOLO v3,2000
17/299,10.4G,1.6,2.47,0.317,4.39,162,512,0.642,0.968,0.921,0.771,1.18,1.34,0.0972,YOLO v3,2000
18/299,10.4G,1.62,2.54,0.323,4.48,181,576,0.622,0.972,0.915,0.755,1.18,1.37,0.104,YOLO v3,2000
19/299,10.4G,1.6,2.35,0.287,4.23,143,320,0.661,0.98,0.939,0.789,1.12,1.24,0.0622,YOLO v3,2000
20/299,10.4G,1.6,2.42,0.34,4.36,176,640,0.676,0.966,0.931,0.795,1.15,1.31,0.0945,YOLO v3,2000
21/299,10.4G,1.57,2.47,0.287,4.34,159,384,0.643,0.979,0.938,0.773,1.14,1.29,0.0677,YOLO v3,2000
22/299,10.4G,1.54,2.39,0.266,4.19,130,512,0.659,0.977,0.929,0.786,1.12,1.27,0.0787,YOLO v3,2000
23/299,10.4G,1.51,2.26,0.278,4.05,128,448,0.606,0.87,0.852,0.671,1.13,1.3,0.979,YOLO v3,2000
24/299,10.4G,1.54,2.35,0.282,4.17,195,448,0.664,0.981,0.941,0.79,1.08,1.24,0.0708,YOLO v3,2000
25/299,10.4G,1.51,2.28,0.241,4.04,161,448,0.671,0.982,0.946,0.797,1.06,1.2,0.0837,YOLO v3,2000
26/299,10.4G,1.48,2.2,0.223,3.9,145,512,0.652,0.975,0.932,0.779,1.05,1.25,0.0993,YOLO v3,2000
27/299,10.4G,1.44,2.03,0.216,3.69,162,480,0.686,0.988,0.95,0.807,1.03,1.16,0.0475,YOLO v3,2000
28/299,10.4G,1.48,2.33,0.304,4.11,155,640,0.664,0.984,0.943,0.792,1.04,1.21,0.0778,YOLO v3,2000
29/299,10.4G,1.43,2.12,0.218,3.77,160,512,0.707,0.985,0.959,0.822,0.997,1.14,0.0472,YOLO v3,2000
30/299,10.4G,1.44,2.1,0.218,3.75,156,384,0.693,0.984,0.952,0.811,1,1.12,0.0634,YOLO v3,2000
31/299,10.4G,1.44,2.19,0.243,3.87,155,640,0.648,0.988,0.945,0.782,0.982,1.18,0.0543,YOLO v3,2000
32/299,10.4G,1.4,2.14,0.2,3.74,121,320,0.7,0.987,0.957,0.816,0.954,1.13,0.0804,YOLO v3,2000
33/299,10.4G,1.41,2.19,0.207,3.81,110,544,0.743,0.987,0.969,0.848,0.946,1.08,0.0682,YOLO v3,2000
34/299,10.4G,1.38,2.02,0.22,3.62,151,544,0.73,0.987,0.964,0.838,0.917,1.06,0.0511,YOLO v3,2000
35/299,10.4G,1.4,2.27,0.196,3.86,136,576,0.711,0.984,0.955,0.825,0.956,1.12,0.0438,YOLO v3,2000
36/299,10.4G,1.36,2.13,0.189,3.67,99,416,0.735,0.988,0.963,0.842,0.936,1.06,0.0518,YOLO v3,2000
37/299,10.4G,1.36,2,0.222,3.58,143,640,0.707,0.99,0.963,0.824,0.922,1.08,0.0481,YOLO v3,2000
38/299,10.4G,1.37,2.12,0.224,3.72,142,640,0.711,0.987,0.959,0.826,0.94,1.09,0.0772,YOLO v3,2000
39/299,10.4G,1.35,2.1,0.208,3.66,140,576,0.722,0.99,0.961,0.834,0.93,1.06,0.0541,YOLO v3,2000
40/299,10.4G,1.36,2.04,0.235,3.64,141,480,0.69,0.994,0.965,0.813,0.926,1.07,0.0433,YOLO v3,2000
41/299,10.4G,1.34,2.06,0.188,3.58,138,480,0.74,0.99,0.966,0.846,0.916,1.04,0.0351,YOLO v3,2000
42/299,10.4G,1.32,2.05,0.182,3.55,139,512,0.743,0.987,0.966,0.847,0.899,1.04,0.0511,YOLO v3,2000
43/299,10.4G,1.32,2.07,0.183,3.57,156,576,0.744,0.992,0.97,0.849,0.879,0.989,0.039,YOLO v3,2000
44/299,10.4G,1.32,2.05,0.16,3.53,121,512,0.76,0.988,0.971,0.858,0.906,0.984,0.0352,YOLO v3,2000
45/299,10.4G,1.29,2.01,0.166,3.47,158,352,0.755,0.989,0.969,0.855,0.851,0.978,0.0417,YOLO v3,2000
46/299,10.4G,1.28,1.98,0.184,3.44,119,352,0.744,0.991,0.97,0.848,0.86,0.974,0.0286,YOLO v3,2000
47/299,10.4G,1.29,1.97,0.177,3.44,140,448,0.726,0.994,0.969,0.839,0.876,1.01,0.0268,YOLO v3,2000
48/299,10.4G,1.3,1.96,0.222,3.48,152,544,0.699,0.992,0.964,0.819,0.867,1.02,0.0549,YOLO v3,2000
49/299,10.4G,1.3,2.06,0.199,3.56,144,640,0.73,0.989,0.964,0.838,0.887,0.988,0.0384,YOLO v3,2000
50/299,10.4G,1.3,2.06,0.187,3.54,128,384,0.749,0.993,0.967,0.854,0.888,0.982,0.0349,YOLO v3,2000
51/299,10.4G,1.27,1.89,0.159,3.32,148,480,0.764,0.99,0.973,0.862,0.86,0.944,0.0289,YOLO v3,2000
52/299,10.4G,1.25,1.9,0.151,3.3,148,512,0.738,0.993,0.974,0.846,0.84,0.948,0.0294,YOLO v3,2000
53/299,10.4G,1.25,1.99,0.144,3.39,161,480,0.726,0.994,0.97,0.838,0.836,0.951,0.0243,YOLO v3,2000
54/299,10.4G,1.26,1.94,0.151,3.35,171,608,0.743,0.995,0.971,0.849,0.827,0.954,0.0274,YOLO v3,2000
55/299,10.4G,1.22,1.86,0.167,3.26,149,608,0.749,0.993,0.975,0.853,0.815,0.911,0.0309,YOLO v3,2000
56/299,10.4G,1.24,1.95,0.13,3.31,154,608,0.783,0.994,0.976,0.875,0.825,0.885,0.0375,YOLO v3,2000
57/299,10.4G,1.22,1.89,0.133,3.25,141,544,0.766,0.994,0.978,0.865,0.777,0.869,0.0251,YOLO v3,2000
58/299,10.4G,1.21,1.87,0.14,3.23,133,480,0.781,0.993,0.977,0.874,0.787,0.868,0.026,YOLO v3,2000
59/299,10.4G,1.23,1.76,0.16,3.14,133,480,0.773,0.994,0.976,0.869,0.746,0.86,0.055,YOLO v3,2000
60/299,10.4G,1.24,1.99,0.151,3.38,144,416,0.785,0.993,0.979,0.876,0.794,0.864,0.0291,YOLO v3,2000
61/299,10.4G,1.21,1.92,0.137,3.26,167,416,0.801,0.995,0.981,0.887,0.787,0.833,0.0276,YOLO v3,2000
62/299,10.4G,1.23,1.89,0.154,3.27,135,352,0.753,0.994,0.975,0.857,0.787,0.881,0.0324,YOLO v3,2000
63/299,10.4G,1.21,1.76,0.154,3.12,133,480,0.79,0.996,0.98,0.881,0.766,0.825,0.0285,YOLO v3,2000
64/299,10.4G,1.19,1.75,0.133,3.07,132,480,0.784,0.995,0.981,0.876,0.757,0.822,0.0274,YOLO v3,2000
65/299,10.4G,1.19,1.77,0.163,3.12,145,480,0.796,0.995,0.981,0.884,0.756,0.821,0.0236,YOLO v3,2000
66/299,10.4G,1.18,1.75,0.121,3.05,184,320,0.79,0.997,0.982,0.881,0.75,0.811,0.0257,YOLO v3,2000
67/299,10.4G,1.17,1.82,0.135,3.13,124,352,0.783,0.995,0.978,0.876,0.749,0.833,0.0243,YOLO v3,2000
68/299,10.4G,1.18,1.86,0.136,3.17,167,640,0.767,0.995,0.977,0.865,0.754,0.844,0.0221,YOLO v3,2000
69/299,10.4G,1.17,1.8,0.12,3.08,136,416,0.805,0.994,0.982,0.889,0.737,0.81,0.0234,YOLO v3,2000
70/299,10.4G,1.18,1.86,0.132,3.17,186,352,0.784,0.996,0.979,0.877,0.749,0.828,0.0223,YOLO v3,2000
71/299,10.4G,1.16,1.73,0.136,3.03,131,544,0.805,0.995,0.982,0.889,0.718,0.782,0.0224,YOLO v3,2000
72/299,10.4G,1.16,1.75,0.13,3.04,217,544,0.804,0.995,0.981,0.889,0.725,0.786,0.0221,YOLO v3,2000
73/299,10.4G,1.16,1.77,0.144,3.07,123,576,0.802,0.995,0.982,0.887,0.719,0.785,0.0235,YOLO v3,2000
74/299,10.4G,1.16,1.78,0.124,3.06,129,384,0.812,0.995,0.983,0.894,0.727,0.767,0.022,YOLO v3,2000
75/299,10.4G,1.19,1.89,0.185,3.27,164,576,0.783,0.996,0.98,0.876,0.77,0.8,0.0218,YOLO v3,2000
76/299,10.4G,1.17,1.96,0.166,3.3,143,384,0.766,0.995,0.978,0.865,0.763,0.83,0.022,YOLO v3,2000
77/299,10.4G,1.15,1.73,0.142,3.02,146,608,0.795,0.995,0.982,0.883,0.746,0.805,0.0221,YOLO v3,2000
78/299,10.4G,1.14,1.7,0.135,2.98,133,320,0.804,0.995,0.984,0.889,0.711,0.786,0.0267,YOLO v3,2000
79/299,10.4G,1.13,1.74,0.125,3,153,544,0.804,0.995,0.983,0.889,0.718,0.79,0.0224,YOLO v3,2000
80/299,10.4G,1.12,1.77,0.112,3.01,142,544,0.818,0.995,0.983,0.897,0.721,0.774,0.0204,YOLO v3,2000
81/299,10.4G,1.14,1.73,0.147,3.01,103,544,0.807,0.996,0.982,0.891,0.69,0.766,0.02,YOLO v3,2000
82/299,10.4G,1.12,1.79,0.11,3.01,147,448,0.799,0.996,0.982,0.886,0.704,0.767,0.0221,YOLO v3,2000
83/299,10.4G,1.12,1.73,0.104,2.95,132,544,0.809,0.996,0.984,0.892,0.702,0.758,0.0197,YOLO v3,2000
84/299,10.4G,1.13,1.8,0.137,3.06,140,512,0.814,0.995,0.985,0.895,0.703,0.754,0.0194,YOLO v3,2000
85/299,10.4G,1.09,1.69,0.112,2.89,152,320,0.828,0.995,0.986,0.903,0.689,0.73,0.0196,YOLO v3,2000
86/299,10.4G,1.12,1.7,0.113,2.93,150,320,0.82,0.996,0.986,0.899,0.677,0.72,0.0209,YOLO v3,2000
87/299,10.4G,1.09,1.64,0.11,2.85,120,640,0.815,0.996,0.986,0.896,0.673,0.721,0.0207,YOLO v3,2000
88/299,10.4G,1.1,1.62,0.135,2.86,141,448,0.823,0.996,0.987,0.901,0.655,0.708,0.0207,YOLO v3,2000
89/299,10.4G,1.1,1.65,0.128,2.88,130,512,0.821,0.996,0.986,0.9,0.659,0.709,0.02,YOLO v3,2000
90/299,10.4G,1.09,1.66,0.113,2.86,121,480,0.808,0.996,0.985,0.892,0.659,0.714,0.0204,YOLO v3,2000
91/299,10.4G,1.1,1.66,0.123,2.88,142,320,0.813,0.996,0.985,0.894,0.658,0.704,0.0194,YOLO v3,2000
92/299,10.4G,1.09,1.71,0.129,2.93,158,416,0.806,0.996,0.984,0.891,0.66,0.714,0.0195,YOLO v3,2000
93/299,10.4G,1.11,1.71,0.112,2.93,176,416,0.812,0.996,0.984,0.895,0.655,0.713,0.0204,YOLO v3,2000
94/299,10.4G,1.09,1.61,0.117,2.81,174,544,0.817,0.997,0.985,0.898,0.65,0.709,0.0201,YOLO v3,2000
95/299,10.4G,1.09,1.78,0.115,2.98,172,576,0.816,0.996,0.986,0.897,0.661,0.705,0.0197,YOLO v3,2000
96/299,10.4G,1.09,1.66,0.126,2.87,120,576,0.819,0.997,0.986,0.899,0.661,0.702,0.0194,YOLO v3,2000
97/299,10.4G,1.08,1.66,0.118,2.85,132,352,0.821,0.997,0.986,0.9,0.651,0.689,0.0196,YOLO v3,2000
98/299,10.4G,1.07,1.71,0.121,2.9,175,576,0.823,0.997,0.986,0.901,0.653,0.694,0.0197,YOLO v3,2000
99/299,10.4G,1.08,1.8,0.109,2.99,145,416,0.818,0.997,0.985,0.899,0.662,0.702,0.0196,YOLO v3,2000
100/299,10.4G,1.05,1.58,0.0939,2.72,135,608,0.826,0.997,0.986,0.903,0.654,0.697,0.0192,YOLO v3,2000
101/299,10.4G,1.05,1.67,0.0973,2.81,144,352,0.829,0.997,0.986,0.905,0.649,0.692,0.0191,YOLO v3,2000
102/299,10.4G,1.05,1.65,0.0984,2.8,123,512,0.829,0.997,0.985,0.905,0.647,0.69,0.0186,YOLO v3,2000
103/299,10.4G,1.03,1.61,0.0923,2.74,171,640,0.836,0.997,0.986,0.909,0.648,0.683,0.0186,YOLO v3,2000
104/299,10.4G,1.05,1.6,0.101,2.75,146,384,0.832,0.997,0.986,0.907,0.637,0.675,0.0184,YOLO v3,2000
105/299,10.4G,1.04,1.69,0.0902,2.82,153,352,0.831,0.997,0.986,0.907,0.639,0.67,0.0184,YOLO v3,2000
106/299,10.4G,1.04,1.6,0.0979,2.73,116,576,0.83,0.997,0.986,0.906,0.633,0.667,0.0181,YOLO v3,2000
107/299,10.4G,1.03,1.56,0.113,2.7,133,416,0.831,0.997,0.986,0.906,0.623,0.663,0.0185,YOLO v3,2000
108/299,10.4G,1.04,1.66,0.13,2.83,177,352,0.819,0.996,0.985,0.899,0.612,0.673,0.0182,YOLO v3,2000
109/299,10.4G,1.05,1.67,0.11,2.82,131,480,0.815,0.997,0.984,0.896,0.61,0.678,0.0174,YOLO v3,2000
110/299,10.4G,1.02,1.69,0.094,2.8,105,352,0.814,0.997,0.984,0.896,0.615,0.678,0.0174,YOLO v3,2000
111/299,10.4G,1.03,1.62,0.0993,2.75,163,320,0.813,0.997,0.985,0.895,0.615,0.673,0.0173,YOLO v3,2000
112/299,10.4G,1.01,1.51,0.0854,2.61,153,416,0.819,0.997,0.985,0.899,0.61,0.668,0.0173,YOLO v3,2000
113/299,10.4G,1.01,1.5,0.0817,2.6,162,640,0.827,0.997,0.986,0.904,0.599,0.654,0.0176,YOLO v3,2000
114/299,10.4G,1,1.53,0.081,2.61,186,512,0.835,0.997,0.987,0.909,0.595,0.64,0.0175,YOLO v3,2000
115/299,10.4G,0.983,1.52,0.0783,2.58,162,576,0.84,0.997,0.988,0.911,0.595,0.629,0.0175,YOLO v3,2000
116/299,10.4G,0.994,1.51,0.0891,2.59,150,640,0.843,0.997,0.988,0.913,0.592,0.625,0.0175,YOLO v3,2000
117/299,10.4G,1.01,1.65,0.103,2.76,132,352,0.843,0.997,0.988,0.913,0.591,0.624,0.0173,YOLO v3,2000
118/299,10.4G,1,1.55,0.101,2.65,160,608,0.845,0.997,0.988,0.915,0.59,0.623,0.0173,YOLO v3,2000
119/299,10.4G,1,1.56,0.104,2.67,127,512,0.842,0.997,0.988,0.913,0.59,0.626,0.0173,YOLO v3,2000
120/299,10.4G,1.01,1.57,0.119,2.71,129,384,0.838,0.997,0.987,0.91,0.588,0.625,0.0186,YOLO v3,2000
121/299,10.4G,1.01,1.54,0.0949,2.64,138,416,0.834,0.997,0.987,0.908,0.585,0.624,0.0198,YOLO v3,2000
122/299,10.4G,0.991,1.53,0.102,2.63,140,384,0.833,0.997,0.987,0.907,0.585,0.62,0.0199,YOLO v3,2000
123/299,10.4G,0.981,1.57,0.0975,2.64,137,384,0.834,0.997,0.987,0.908,0.583,0.615,0.0193,YOLO v3,2000
124/299,10.4G,0.99,1.55,0.0936,2.64,159,576,0.835,0.997,0.986,0.908,0.583,0.613,0.0186,YOLO v3,2000
125/299,10.4G,0.977,1.56,0.0954,2.63,136,448,0.84,0.997,0.987,0.911,0.581,0.609,0.0182,YOLO v3,2000
126/299,10.4G,0.976,1.57,0.0912,2.64,144,416,0.837,0.997,0.987,0.909,0.582,0.613,0.0179,YOLO v3,2000
127/299,10.4G,0.951,1.48,0.0892,2.52,197,384,0.838,0.997,0.987,0.91,0.581,0.612,0.0174,YOLO v3,2000
128/299,10.4G,0.971,1.5,0.107,2.58,137,608,0.838,0.997,0.987,0.91,0.579,0.61,0.0171,YOLO v3,2000
129/299,10.4G,0.979,1.49,0.0763,2.54,130,384,0.839,0.997,0.987,0.911,0.576,0.606,0.0169,YOLO v3,2000
130/299,10.4G,0.956,1.45,0.0804,2.49,149,384,0.838,0.997,0.987,0.91,0.572,0.604,0.0169,YOLO v3,2000
131/299,10.4G,0.955,1.49,0.0862,2.53,167,416,0.838,0.997,0.987,0.911,0.571,0.601,0.0168,YOLO v3,2000
132/299,10.4G,0.993,1.63,0.128,2.75,130,384,0.839,0.997,0.987,0.911,0.572,0.602,0.0168,YOLO v3,2000
133/299,10.4G,0.966,1.55,0.0924,2.61,170,480,0.842,0.997,0.988,0.913,0.574,0.602,0.0167,YOLO v3,2000
134/299,10.4G,0.964,1.48,0.11,2.55,129,352,0.841,0.997,0.988,0.912,0.573,0.599,0.0166,YOLO v3,2000
135/299,10.4G,0.98,1.49,0.112,2.59,134,320,0.841,0.997,0.988,0.912,0.569,0.597,0.0163,YOLO v3,2000
136/299,10.4G,0.956,1.48,0.0881,2.52,144,576,0.84,0.997,0.988,0.912,0.566,0.593,0.0161,YOLO v3,2000
137/299,10.4G,0.95,1.42,0.0916,2.46,182,608,0.841,0.997,0.988,0.912,0.562,0.589,0.0161,YOLO v3,2000
138/299,10.4G,0.966,1.52,0.114,2.6,117,416,0.842,0.997,0.988,0.913,0.56,0.588,0.016,YOLO v3,2000
139/299,10.4G,0.925,1.37,0.0781,2.37,169,544,0.845,0.997,0.988,0.914,0.558,0.585,0.0158,YOLO v3,2000
140/299,10.4G,0.934,1.39,0.0685,2.39,127,416,0.846,0.997,0.988,0.915,0.556,0.583,0.0157,YOLO v3,2000
141/299,10.4G,0.916,1.41,0.069,2.4,135,384,0.845,0.997,0.988,0.915,0.555,0.581,0.0157,YOLO v3,2000
142/299,10.4G,0.919,1.37,0.0717,2.36,110,320,0.846,0.997,0.988,0.915,0.554,0.579,0.0157,YOLO v3,2000
143/299,10.4G,0.906,1.39,0.0672,2.36,159,544,0.848,0.997,0.989,0.916,0.552,0.576,0.0157,YOLO v3,2000
144/299,10.4G,0.921,1.5,0.0743,2.5,165,352,0.85,0.997,0.989,0.917,0.552,0.574,0.0157,YOLO v3,2000
145/299,10.4G,0.905,1.34,0.0741,2.32,123,640,0.851,0.997,0.988,0.918,0.55,0.572,0.0156,YOLO v3,2000
146/299,10.4G,0.917,1.45,0.0819,2.45,143,448,0.852,0.997,0.989,0.918,0.55,0.571,0.0155,YOLO v3,2000
147/299,10.4G,0.894,1.44,0.0771,2.41,127,480,0.853,0.997,0.989,0.919,0.55,0.57,0.0155,YOLO v3,2000
148/299,10.4G,0.904,1.42,0.0866,2.41,132,544,0.854,0.997,0.988,0.92,0.55,0.569,0.0155,YOLO v3,2000
149/299,10.4G,0.895,1.3,0.0786,2.28,136,640,0.855,0.997,0.989,0.92,0.548,0.567,0.0155,YOLO v3,2000
150/299,10.4G,0.893,1.43,0.0683,2.39,108,320,0.855,0.997,0.989,0.92,0.547,0.566,0.0155,YOLO v3,2000
151/299,10.4G,0.881,1.39,0.0555,2.33,149,384,0.857,0.997,0.989,0.921,0.548,0.564,0.0154,YOLO v3,2000
152/299,10.4G,0.883,1.35,0.0573,2.29,140,416,0.857,0.997,0.989,0.921,0.546,0.563,0.0154,YOLO v3,2000
153/299,10.4G,0.87,1.36,0.0545,2.29,135,576,0.858,0.997,0.989,0.922,0.544,0.561,0.0153,YOLO v3,2000
154/299,10.4G,0.872,1.35,0.0562,2.28,144,352,0.859,0.997,0.989,0.922,0.543,0.559,0.0152,YOLO v3,2000
155/299,10.4G,0.92,1.53,0.111,2.56,126,320,0.859,0.997,0.989,0.923,0.543,0.559,0.0152,YOLO v3,2000
156/299,10.4G,0.896,1.42,0.08,2.4,144,544,0.858,0.997,0.989,0.922,0.543,0.559,0.0151,YOLO v3,2000
157/299,10.4G,0.89,1.42,0.0715,2.38,155,640,0.857,0.997,0.989,0.922,0.542,0.558,0.015,YOLO v3,2000
158/299,10.4G,0.889,1.41,0.0632,2.36,164,416,0.857,0.997,0.989,0.921,0.542,0.557,0.0149,YOLO v3,2000
159/299,10.4G,0.867,1.41,0.0538,2.33,144,320,0.858,0.997,0.989,0.922,0.542,0.556,0.0148,YOLO v3,2000
160/299,10.4G,0.864,1.35,0.061,2.28,136,480,0.859,0.997,0.989,0.922,0.541,0.554,0.0147,YOLO v3,2000
161/299,10.4G,0.852,1.28,0.0546,2.18,159,448,0.859,0.997,0.989,0.922,0.539,0.552,0.0147,YOLO v3,2000
162/299,10.4G,0.862,1.4,0.0555,2.32,153,352,0.858,0.997,0.989,0.922,0.539,0.551,0.0146,YOLO v3,2000
163/299,10.4G,0.864,1.31,0.0766,2.25,140,576,0.859,0.997,0.989,0.923,0.538,0.549,0.0145,YOLO v3,2000
164/299,10.4G,0.841,1.29,0.0663,2.2,175,384,0.859,0.997,0.989,0.923,0.537,0.547,0.0145,YOLO v3,2000
165/299,10.4G,0.841,1.37,0.0591,2.27,162,448,0.859,0.997,0.989,0.923,0.537,0.546,0.0144,YOLO v3,2000
166/299,10.4G,0.831,1.32,0.0511,2.21,130,480,0.86,0.997,0.989,0.923,0.536,0.545,0.0144,YOLO v3,2000
167/299,10.4G,0.85,1.28,0.0502,2.18,139,544,0.859,0.997,0.989,0.923,0.536,0.543,0.0143,YOLO v3,2000
168/299,10.4G,0.827,1.33,0.0663,2.23,152,608,0.86,0.997,0.99,0.923,0.535,0.542,0.0142,YOLO v3,2000
169/299,10.4G,0.827,1.33,0.0481,2.21,138,352,0.861,0.997,0.99,0.924,0.535,0.541,0.0142,YOLO v3,2000
170/299,10.4G,0.84,1.34,0.0504,2.23,145,448,0.862,0.997,0.99,0.924,0.535,0.54,0.0141,YOLO v3,2000
171/299,10.4G,0.826,1.37,0.0507,2.24,172,352,0.863,0.997,0.99,0.925,0.534,0.538,0.0141,YOLO v3,2000
172/299,10.4G,0.831,1.32,0.054,2.2,145,576,0.863,0.997,0.99,0.925,0.534,0.537,0.014,YOLO v3,2000
173/299,10.4G,0.836,1.37,0.067,2.27,155,640,0.864,0.997,0.99,0.925,0.534,0.537,0.014,YOLO v3,2000
174/299,10.4G,0.83,1.33,0.0542,2.22,157,352,0.864,0.997,0.99,0.926,0.533,0.535,0.0139,YOLO v3,2000
175/299,10.4G,0.799,1.23,0.0481,2.08,134,512,0.865,0.997,0.99,0.926,0.532,0.534,0.0139,YOLO v3,2000
176/299,10.4G,0.798,1.22,0.0427,2.06,140,544,0.865,0.997,0.99,0.926,0.531,0.533,0.0139,YOLO v3,2000
177/299,10.4G,0.818,1.29,0.104,2.21,134,576,0.866,0.997,0.99,0.927,0.531,0.532,0.0138,YOLO v3,2000
178/299,10.4G,0.822,1.31,0.0611,2.2,157,576,0.867,0.997,0.99,0.927,0.53,0.531,0.0138,YOLO v3,2000
179/299,10.4G,0.81,1.22,0.0645,2.09,117,480,0.868,0.997,0.99,0.928,0.529,0.529,0.0137,YOLO v3,2000
180/299,10.4G,0.824,1.31,0.067,2.2,173,384,0.868,0.997,0.99,0.928,0.529,0.528,0.0136,YOLO v3,2000
181/299,10.4G,0.8,1.29,0.0495,2.14,132,608,0.869,0.997,0.99,0.929,0.529,0.527,0.0136,YOLO v3,2000
182/299,10.4G,0.787,1.29,0.0604,2.14,170,320,0.87,0.997,0.99,0.929,0.528,0.526,0.0135,YOLO v3,2000
183/299,10.4G,0.791,1.26,0.0488,2.1,178,320,0.872,0.997,0.99,0.93,0.528,0.525,0.0134,YOLO v3,2000
184/299,10.4G,0.786,1.19,0.0463,2.02,104,640,0.873,0.997,0.99,0.931,0.527,0.524,0.0134,YOLO v3,2000
185/299,10.4G,0.792,1.28,0.0435,2.11,120,480,0.873,0.997,0.99,0.931,0.526,0.523,0.0133,YOLO v3,2000
186/299,10.4G,0.777,1.24,0.0505,2.07,187,512,0.873,0.997,0.99,0.931,0.526,0.523,0.0132,YOLO v3,2000
187/299,10.4G,0.758,1.19,0.0464,1.99,139,384,0.874,0.997,0.99,0.931,0.525,0.522,0.0132,YOLO v3,2000
188/299,10.4G,0.765,1.21,0.0443,2.02,144,320,0.874,0.997,0.99,0.931,0.525,0.521,0.0131,YOLO v3,2000
189/299,10.4G,0.773,1.22,0.0401,2.03,154,448,0.875,0.997,0.99,0.932,0.524,0.52,0.0131,YOLO v3,2000
190/299,10.4G,0.763,1.2,0.0364,2,143,576,0.875,0.997,0.99,0.932,0.524,0.519,0.013,YOLO v3,2000
191/299,10.4G,0.763,1.25,0.0421,2.05,156,480,0.875,0.997,0.99,0.932,0.524,0.518,0.013,YOLO v3,2000
192/299,10.4G,0.75,1.18,0.0388,1.97,112,608,0.876,0.997,0.99,0.933,0.523,0.518,0.0129,YOLO v3,2000
193/299,10.4G,0.763,1.32,0.0409,2.13,167,320,0.876,0.997,0.991,0.933,0.523,0.517,0.0129,YOLO v3,2000
194/299,10.4G,0.761,1.2,0.0478,2.01,162,512,0.877,0.997,0.991,0.933,0.523,0.516,0.0128,YOLO v3,2000
195/299,10.4G,0.748,1.2,0.0401,1.98,149,480,0.877,0.997,0.991,0.933,0.522,0.515,0.0128,YOLO v3,2000
196/299,10.4G,0.736,1.19,0.0416,1.97,154,384,0.878,0.997,0.991,0.934,0.521,0.514,0.0127,YOLO v3,2000
197/299,10.4G,0.75,1.23,0.041,2.02,145,608,0.879,0.997,0.991,0.934,0.521,0.514,0.0126,YOLO v3,2000
198/299,10.4G,0.732,1.24,0.0367,2.01,158,608,0.88,0.997,0.991,0.935,0.521,0.513,0.0126,YOLO v3,2000
199/299,10.4G,0.729,1.17,0.038,1.94,159,608,0.88,0.997,0.991,0.935,0.521,0.512,0.0125,YOLO v3,2000
200/299,10.4G,0.724,1.21,0.0334,1.96,151,416,0.881,0.997,0.991,0.935,0.52,0.512,0.0125,YOLO v3,2000
201/299,10.4G,0.718,1.14,0.0363,1.89,138,608,0.881,0.997,0.991,0.935,0.52,0.511,0.0125,YOLO v3,2000
202/299,10.4G,0.715,1.11,0.0356,1.86,134,576,0.881,0.997,0.991,0.936,0.519,0.511,0.0124,YOLO v3,2000
203/299,10.4G,0.713,1.16,0.0349,1.91,118,544,0.882,0.997,0.991,0.936,0.52,0.51,0.0124,YOLO v3,2000
